ToPad;Continent;Country;Gender;Month;Number of Records;Sub type;Padded;Total;Type of Moving;viz
49;South Africa;Madagascar;Female;August;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Female;August;1;;49;0;By Agency;Region
49;South Africa;South Africa;Female;August;1;;49;0;By Agency;Region
49;South Africa;Madagascar;Female;December;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Female;December;1;;49;0;By Agency;Region
49;South Africa;South Africa;Female;December;1;;49;0;By Agency;Region
49;South Africa;Madagascar;Female;February;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Female;February;1;;49;0;By Agency;Region
49;South Africa;South Africa;Female;February;1;;49;0;By Agency;Region
49;South Africa;Madagascar;Female;January;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Female;January;1;;49;0;By Agency;Region
49;South Africa;South Africa;Female;January;1;;49;0;By Agency;Region
49;South Africa;Madagascar;Female;July;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Female;July;1;;49;0;By Agency;Region
49;South Africa;South Africa;Female;July;1;;49;0;By Agency;Region
49;South Africa;Madagascar;Female;June;1;;49;;By Agency;Region
49;South Africa;Madagascar;Female;June;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Female;June;1;;49;;By Agency;Region
49;South Africa;Other countries in Africa;Female;June;1;;49;0;By Agency;Region
49;South Africa;South Africa;Female;June;1;;49;;By Agency;Region
49;South Africa;South Africa;Female;June;1;;49;0;By Agency;Region
49;South Africa;Madagascar;Female;March;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Female;March;1;;49;0;By Agency;Region
49;South Africa;South Africa;Female;March;1;;49;0;By Agency;Region
49;South Africa;Madagascar;Female;May;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Female;May;1;;49;0;By Agency;Region
49;South Africa;South Africa;Female;May;1;;49;0;By Agency;Region
49;South Africa;Madagascar;Female;November;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Female;November;1;;49;0;By Agency;Region
49;South Africa;South Africa;Female;November;1;;49;0;By Agency;Region
49;South Africa;Madagascar;Female;October;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Female;October;1;;49;0;By Agency;Region
49;South Africa;South Africa;Female;October;1;;49;0;By Agency;Region
49;South Africa;Madagascar;Female;September;1;;49;0;By Agency;Region
49;South Africa;Other countries in Africa;Female;September;1;;49;0;By Agency;Region
49;South Africa;South Africa;Female;September;1;;49;0;By Agency;Region
1;Asia;Brunai;Female;April;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Cambodia;Female;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Female;April;1;First time for travelling;1;39;By themselves;Segment
1;Asia;Indonesia;Female;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Isarel;Female;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Japan;Female;April;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Kuweit;Female;April;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Laos;Female;April;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Libea;Female;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Female;April;1;First time for travelling;1;10;By themselves;Segment
1;Asia;Myanmar;Female;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Female;April;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Other countries in Asia;Female;April;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Other countries in Middle East;Female;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Philippines;Female;April;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Quata;Female;April;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Saudi Arabia;Female;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Female;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;South Korea;Female;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Sudan;Female;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Female;April;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Turkey;Female;April;1;First time for travelling;1;8;By themselves;Segment
1;Asia;United Arab Emirate;Female;April;1;First time for travelling;1;17;By themselves;Segment
1;Asia;Vietnam;Female;April;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Female;August;1;First time for travelling;1;11;By themselves;Segment
1;Asia;Cambodia;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Female;August;1;First time for travelling;1;77;By themselves;Segment
1;Asia;Indonesia;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Isarel;Female;August;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Japan;Female;August;1;First time for travelling;1;9;By themselves;Segment
1;Asia;Kuweit;Female;August;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Laos;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Libea;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Female;August;1;First time for travelling;1;7;By themselves;Segment
1;Asia;Myanmar;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Female;August;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Other countries in Asia;Female;August;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Other countries in Middle East;Female;August;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Philippines;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Female;August;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Saudi Arabia;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Female;August;1;First time for travelling;1;2;By themselves;Segment
1;Asia;South Korea;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Sudan;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Female;August;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Turkey;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;United Arab Emirate;Female;August;1;First time for travelling;1;10;By themselves;Segment
1;Asia;Vietnam;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Female;December;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Cambodia;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Female;December;1;First time for travelling;1;45;By themselves;Segment
1;Asia;Indonesia;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Isarel;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Japan;Female;December;1;First time for travelling;1;9;By themselves;Segment
1;Asia;Kuweit;Female;December;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Laos;Female;December;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Libea;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Female;December;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Myanmar;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Other countries in Asia;Female;December;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Other countries in Middle East;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Philippines;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Female;December;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Saudi Arabia;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Female;December;1;First time for travelling;1;1;By themselves;Segment
1;Asia;South Korea;Female;December;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Sudan;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Female;December;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Turkey;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;United Arab Emirate;Female;December;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Vietnam;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Female;February;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Cambodia;Female;February;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Hongkong;Female;February;1;First time for travelling;1;41;By themselves;Segment
1;Asia;Indonesia;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Isarel;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Japan;Female;February;1;First time for travelling;1;16;By themselves;Segment
1;Asia;Kuweit;Female;February;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Laos;Female;February;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Libea;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Female;February;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Myanmar;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Female;February;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Other countries in Asia;Female;February;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Other countries in Middle East;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Philippines;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Saudi Arabia;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Female;February;1;First time for travelling;1;1;By themselves;Segment
1;Asia;South Korea;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Sudan;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Female;February;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Turkey;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;United Arab Emirate;Female;February;1;First time for travelling;1;15;By themselves;Segment
1;Asia;Vietnam;Female;February;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Female;January;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Cambodia;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Female;January;1;First time for travelling;1;40;By themselves;Segment
1;Asia;Indonesia;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Isarel;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Japan;Female;January;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Kuweit;Female;January;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Laos;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Libea;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Female;January;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Myanmar;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Other countries in Asia;Female;January;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Other countries in Middle East;Female;January;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Philippines;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Female;January;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Saudi Arabia;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;South Korea;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Sudan;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Female;January;1;First time for travelling;1;12;By themselves;Segment
1;Asia;Turkey;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;United Arab Emirate;Female;January;1;First time for travelling;1;15;By themselves;Segment
1;Asia;Vietnam;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Cambodia;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Female;July;1;First time for travelling;1;35;By themselves;Segment
1;Asia;Indonesia;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Isarel;Female;July;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Japan;Female;July;1;First time for travelling;1;7;By themselves;Segment
1;Asia;Kuweit;Female;July;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Laos;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Libea;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Female;July;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Myanmar;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Female;July;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Other countries in Asia;Female;July;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Other countries in Middle East;Female;July;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Philippines;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Female;July;1;First time for travelling;1;12;By themselves;Segment
1;Asia;Saudi Arabia;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;South Korea;Female;July;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Sudan;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Female;July;1;First time for travelling;1;7;By themselves;Segment
1;Asia;Turkey;Female;July;1;First time for travelling;1;7;By themselves;Segment
1;Asia;United Arab Emirate;Female;July;1;First time for travelling;1;11;By themselves;Segment
1;Asia;Vietnam;Female;July;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Brunai;Female;June;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Cambodia;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Cambodia;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Hongkong;Female;June;1;First time for travelling;1;40;By themselves;Segment
1;Asia;Indonesia;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Indonesia;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Isarel;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Isarel;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Japan;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Japan;Female;June;1;First time for travelling;1;12;By themselves;Segment
1;Asia;Kuweit;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Kuweit;Female;June;1;First time for travelling;1;12;By themselves;Segment
1;Asia;Laos;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Laos;Female;June;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Libea;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Libea;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Malaysia;Female;June;1;First time for travelling;1;13;By themselves;Segment
1;Asia;Myanmar;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Myanmar;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Oman;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Other countries in Asia;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Other countries in Asia;Female;June;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Other countries in Middle East;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Other countries in Middle East;Female;June;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Philippines;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Philippines;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Quata;Female;June;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Saudi Arabia;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Saudi Arabia;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Singapore;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;South Korea;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;South Korea;Female;June;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Sudan;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Sudan;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Taiwan;Female;June;1;First time for travelling;1;7;By themselves;Segment
1;Asia;Turkey;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Turkey;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;United Arab Emirate;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;United Arab Emirate;Female;June;1;First time for travelling;1;13;By themselves;Segment
1;Asia;Vietnam;Female;June;1;First time for travelling;1;;By themselves;Segment
1;Asia;Vietnam;Female;June;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Female;March;1;First time for travelling;1;9;By themselves;Segment
1;Asia;Cambodia;Female;March;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Female;March;1;First time for travelling;1;41;By themselves;Segment
1;Asia;Indonesia;Female;March;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Isarel;Female;March;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Japan;Female;March;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Kuweit;Female;March;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Laos;Female;March;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Libea;Female;March;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Female;March;1;First time for travelling;1;10;By themselves;Segment
1;Asia;Myanmar;Female;March;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Female;March;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Other countries in Asia;Female;March;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Other countries in Middle East;Female;March;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Philippines;Female;March;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Female;March;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Saudi Arabia;Female;March;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Female;March;1;First time for travelling;1;1;By themselves;Segment
1;Asia;South Korea;Female;March;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Sudan;Female;March;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Female;March;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Turkey;Female;March;1;First time for travelling;1;6;By themselves;Segment
1;Asia;United Arab Emirate;Female;March;1;First time for travelling;1;13;By themselves;Segment
1;Asia;Vietnam;Female;March;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Brunai;Female;May;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Cambodia;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Female;May;1;First time for travelling;1;25;By themselves;Segment
1;Asia;Indonesia;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Isarel;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Japan;Female;May;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Kuweit;Female;May;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Laos;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Libea;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Female;May;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Myanmar;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Other countries in Asia;Female;May;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Other countries in Middle East;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Philippines;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Female;May;1;First time for travelling;1;10;By themselves;Segment
1;Asia;Saudi Arabia;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;South Korea;Female;May;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Sudan;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Female;May;1;First time for travelling;1;9;By themselves;Segment
1;Asia;Turkey;Female;May;1;First time for travelling;1;50;By themselves;Segment
1;Asia;United Arab Emirate;Female;May;1;First time for travelling;1;32;By themselves;Segment
1;Asia;Vietnam;Female;May;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Female;November;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Cambodia;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Female;November;1;First time for travelling;1;53;By themselves;Segment
1;Asia;Indonesia;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Isarel;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Japan;Female;November;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Kuweit;Female;November;1;First time for travelling;1;7;By themselves;Segment
1;Asia;Laos;Female;November;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Libea;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Female;November;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Myanmar;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Other countries in Asia;Female;November;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Other countries in Middle East;Female;November;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Philippines;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Female;November;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Saudi Arabia;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Female;November;1;First time for travelling;1;4;By themselves;Segment
1;Asia;South Korea;Female;November;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Sudan;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Female;November;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Turkey;Female;November;1;First time for travelling;1;5;By themselves;Segment
1;Asia;United Arab Emirate;Female;November;1;First time for travelling;1;9;By themselves;Segment
1;Asia;Vietnam;Female;November;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Female;October;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Cambodia;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Female;October;1;First time for travelling;1;36;By themselves;Segment
1;Asia;Indonesia;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Isarel;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Japan;Female;October;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Kuweit;Female;October;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Laos;Female;October;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Libea;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Female;October;1;First time for travelling;1;10;By themselves;Segment
1;Asia;Myanmar;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Female;October;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Other countries in Asia;Female;October;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Other countries in Middle East;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Philippines;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Female;October;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Saudi Arabia;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Female;October;1;First time for travelling;1;2;By themselves;Segment
1;Asia;South Korea;Female;October;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Sudan;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Female;October;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Turkey;Female;October;1;First time for travelling;1;2;By themselves;Segment
1;Asia;United Arab Emirate;Female;October;1;First time for travelling;1;15;By themselves;Segment
1;Asia;Vietnam;Female;October;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Brunai;Female;September;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Cambodia;Female;September;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Hongkong;Female;September;1;First time for travelling;1;36;By themselves;Segment
1;Asia;Indonesia;Female;September;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Isarel;Female;September;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Japan;Female;September;1;First time for travelling;1;6;By themselves;Segment
1;Asia;Kuweit;Female;September;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Laos;Female;September;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Libea;Female;September;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Malaysia;Female;September;1;First time for travelling;1;1;By themselves;Segment
1;Asia;Myanmar;Female;September;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Oman;Female;September;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Other countries in Asia;Female;September;1;First time for travelling;1;8;By themselves;Segment
1;Asia;Other countries in Middle East;Female;September;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Philippines;Female;September;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Quata;Female;September;1;First time for travelling;1;3;By themselves;Segment
1;Asia;Saudi Arabia;Female;September;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Singapore;Female;September;1;First time for travelling;1;1;By themselves;Segment
1;Asia;South Korea;Female;September;1;First time for travelling;1;2;By themselves;Segment
1;Asia;Sudan;Female;September;1;First time for travelling;1;0;By themselves;Segment
1;Asia;Taiwan;Female;September;1;First time for travelling;1;5;By themselves;Segment
1;Asia;Turkey;Female;September;1;First time for travelling;1;0;By themselves;Segment
1;Asia;United Arab Emirate;Female;September;1;First time for travelling;1;4;By themselves;Segment
1;Asia;Vietnam;Female;September;1;First time for travelling;1;0;By themselves;Segment
1;Australia;Australia;Female;April;1;First time for travelling;1;0;By themselves;Segment
1;Australia;New Zealand;Female;April;1;First time for travelling;1;47;By themselves;Segment
1;Australia;Papua New Guinea;Female;April;1;First time for travelling;1;0;By themselves;Segment
1;Australia;Australia;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Australia;New Zealand;Female;August;1;First time for travelling;1;3;By themselves;Segment
1;Australia;Papua New Guinea;Female;August;1;First time for travelling;1;0;By themselves;Segment
1;Australia;Australia;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Australia;New Zealand;Female;December;1;First time for travelling;1;5;By themselves;Segment
1;Australia;Papua New Guinea;Female;December;1;First time for travelling;1;0;By themselves;Segment
1;Australia;Australia;Female;February;1;First time for travelling;1;3;By themselves;Segment
1;Australia;New Zealand;Female;February;1;First time for travelling;1;16;By themselves;Segment
1;Australia;Papua New Guinea;Female;February;1;First time for travelling;1;1;By themselves;Segment
1;Australia;Australia;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Australia;New Zealand;Female;January;1;First time for travelling;1;7;By themselves;Segment
1;Australia;Papua New Guinea;Female;January;1;First time for travelling;1;0;By themselves;Segment
1;Australia;Australia;Female;July;1;First time for travelling;1;0;By themselves;Segment
